months_as_customer,age,policy_bind_date,policy_state,policy_annual_premium,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,property_damage,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,policy_deductable_cat,umbrella_limit_cat,bodily_injuries_cat,incident_hour_cat,vehicles_involved_cat,witnesses_cat,policy_csl_cat
133,34,1994-10-11,IN,1074.07,FEMALE,JD,prof-specialty,bungie-jumping,husband,70900,-61100,2015-01-28,Parked Car,,Minor Damage,,WV,Northbend,NO,YES,4200,420,840,2940,Jeep,Wrangler,2013,N,Low,None,Major,Morning,Single Vehicle,No Witness,Premium
290,45,1991-07-18,OH,1311.3,FEMALE,Associate,machine-op-inspct,chess,wife,38500,0,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,YES,YES,52650,5850,5850,40950,Ford,F150,2001,Y,Medium,None,None,Evening,Multi-Vehicle,No Witness,Basic
322,49,2001-09-24,IL,1277.12,FEMALE,PhD,armed-forces,kayaking,own-child,0,-46000,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Hillsdale,,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N,High,None,None,Evening,Single Vehicle,Multiple Witnesses,Standard
228,39,2012-09-19,IN,1388.62,FEMALE,JD,sales,reading,husband,35200,0,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Riverwood,YES,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N,Low,None,Minor,Morning,Single Vehicle,No Witness,Premium
195,37,1991-07-11,IL,1406.52,MALE,MD,tech-support,base-jumping,unmarried,0,0,2015-01-28,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Arlington,NO,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y,Medium,Unknown,None,Afternoon,Single Vehicle,Multiple Witnesses,Basic
247,39,1991-10-29,IN,1558.29,FEMALE,Masters,protective-serv,reading,unmarried,0,-49300,2015-02-16,Vehicle Theft,,Trivial Damage,Police,WV,Springfield,YES,,7700,770,1540,5390,Saab,93,2000,N,Low,None,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Basic
405,57,1999-12-28,IN,1132.47,MALE,MD,priv-house-serv,exercise,other-relative,46300,0,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Other,NY,Northbend,,,61440,10240,10240,40960,Saab,93,2008,N,Medium,Unknown,Major,Evening,Multi-Vehicle,Multiple Witnesses,Premium
144,37,2012-10-11,OH,1896.91,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,73700,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,YES,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y,High,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
338,47,1995-08-19,IL,1143.46,MALE,MD,priv-house-serv,polo,other-relative,0,0,2015-02-18,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Arlington,YES,,58560,9760,9760,39040,Mercedes,E400,2002,N,Low,Unknown,Major,Early Morning,Single Vehicle,Single Witness,Premium
121,34,1991-02-11,IN,1285.42,MALE,MD,priv-house-serv,video-games,wife,0,0,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,VA,Northbrook,NO,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y,Low,None,Minor,Morning,Single Vehicle,Single Witness,Premium
398,55,1991-07-02,OH,1305.26,MALE,MD,farming-fishing,skydiving,wife,66200,-49700,2015-01-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,,YES,36740,3340,6680,26720,BMW,X5,1998,Y,High,None,Minor,Evening,Single Vehicle,Multiple Witnesses,Standard
9,30,1994-04-10,IL,1073.83,FEMALE,High School,machine-op-inspct,dancing,not-in-family,0,0,2015-02-02,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbrook,,NO,85690,15580,15580,54530,BMW,3 Series,2011,N,Medium,None,None,Afternoon,Single Vehicle,No Witness,Basic
115,31,2005-12-04,OH,1051.67,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,0,0,2015-03-01,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,YES,NO,34160,0,4270,29890,Audi,A5,2005,Y,Medium,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Premium
280,48,2014-07-16,IL,1387.35,MALE,JD,transport-moving,paintball,not-in-family,0,-72000,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Hillsdale,NO,,61320,10220,10220,40880,BMW,M5,1998,N,Medium,None,Major,Afternoon,Single Vehicle,Multiple Witnesses,Standard
254,45,2003-09-17,IL,1083.64,MALE,JD,other-service,paintball,husband,59800,0,2015-02-27,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NC,Columbus,YES,,79680,13280,13280,53120,BMW,3 Series,2004,N,Low,None,None,Evening,Multi-Vehicle,No Witness,Standard
141,30,2000-07-15,IL,1851.78,FEMALE,High School,craft-repair,exercise,other-relative,78800,0,2015-02-09,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,NO,YES,61740,6860,6860,48020,Audi,A3,2002,N,Medium,None,Minor,Afternoon,Single Vehicle,No Witness,Standard
441,55,2009-07-29,IN,1270.29,MALE,College,armed-forces,exercise,husband,24000,-50500,2015-02-19,Parked Car,,Minor Damage,,VA,Arlington,NO,NO,6400,640,640,5120,Honda,Civic,2002,N,Low,Unknown,None,Early Morning,Single Vehicle,No Witness,Standard
381,55,1991-04-13,OH,1459.99,FEMALE,MD,other-service,chess,wife,35900,0,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,YES,YES,60600,12120,6060,42420,Accura,TL,2011,N,Low,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Premium
191,38,2005-11-20,IL,1253.44,FEMALE,Masters,craft-repair,sleeping,not-in-family,0,0,2015-02-07,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Hillsdale,NO,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N,High,None,Major,Evening,Multi-Vehicle,No Witness,Basic
145,34,1990-05-20,IN,1142.48,FEMALE,JD,priv-house-serv,sleeping,other-relative,0,0,2015-01-13,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Northbend,YES,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N,Medium,None,Major,Evening,Single Vehicle,No Witness,Basic
479,60,2002-11-28,IL,1188.45,FEMALE,MD,exec-managerial,camping,other-relative,0,-44800,2015-01-18,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Arlington,,,53900,5390,10780,37730,Saab,95,2006,N,Medium,None,None,Morning,Two Vehicles,Multiple Witnesses,Premium
215,35,2004-06-15,IL,1125.4,MALE,Masters,adm-clerical,yachting,husband,40000,-43400,2015-01-15,Vehicle Theft,,Trivial Damage,,WV,Columbus,,NO,2640,220,440,1980,Jeep,Wrangler,2001,N,Medium,None,Major,Morning,Single Vehicle,Single Witness,Premium
41,33,2010-09-26,OH,1294.41,MALE,High School,transport-moving,sleeping,husband,0,0,2015-02-23,Vehicle Theft,,Minor Damage,,NC,Arlington,YES,,8970,1380,1380,6210,Dodge,Neon,2011,N,Low,None,None,Morning,Single Vehicle,No Witness,Standard
45,31,1990-09-15,IN,1459.5,MALE,MD,priv-house-serv,movies,not-in-family,0,0,2015-02-17,Parked Car,,Minor Damage,,NY,Springfield,,,6000,1000,1000,4000,Suburu,Impreza,2000,N,Low,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Basic
156,38,2009-09-16,IL,1367.99,MALE,High School,armed-forces,board-games,own-child,26500,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,,,55200,11040,5520,38640,Saab,92x,1998,Y,Low,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Basic
246,45,1999-08-12,IN,1594.37,MALE,Associate,exec-managerial,board-games,own-child,0,0,2015-01-18,Parked Car,,Trivial Damage,,SC,Riverwood,NO,YES,7260,660,1320,5280,Saab,92x,2008,N,Low,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Standard
178,39,2009-03-08,IL,1035.99,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,NO,,64680,11760,11760,41160,Jeep,Wrangler,2010,N,Low,None,Major,Early Morning,Multi-Vehicle,No Witness,Basic
237,43,2009-04-27,OH,911.53,FEMALE,PhD,sales,basketball,husband,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,NO,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N,Low,None,None,Evening,Single Vehicle,Single Witness,Standard
127,34,2006-08-02,OH,1319.97,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,2015-01-06,Vehicle Theft,,Minor Damage,,NC,Arlington,YES,,4700,470,940,3290,Saab,92x,1998,N,Low,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Premium
1,33,1995-12-06,OH,1391.63,MALE,Associate,sales,video-games,husband,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,YES,NO,69400,6940,6940,55520,Mercedes,C300,2000,N,High,None,None,Evening,Single Vehicle,Multiple Witnesses,Standard
5,21,2002-11-13,IN,915.41,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,YES,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N,Low,Unknown,None,Evening,Single Vehicle,No Witness,Standard
64,28,1991-11-09,IL,1468.82,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,NO,NO,60000,5000,10000,45000,Honda,Accord,1997,N,Medium,None,Major,Morning,Multi-Vehicle,Single Witness,Premium
142,30,1998-01-14,IN,1412.76,MALE,PhD,armed-forces,basketball,wife,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,YES,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N,Low,None,Major,Evening,Single Vehicle,Multiple Witnesses,Premium
97,27,2002-04-25,OH,1588.26,FEMALE,High School,tech-support,movies,husband,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,YES,YES,75690,8410,8410,58870,Saab,95,2014,N,Low,None,Major,Evening,Multi-Vehicle,Single Witness,Premium
121,31,1991-07-20,IN,1140.91,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,NO,,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y,Medium,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Basic
225,43,2004-08-13,OH,1517.54,MALE,JD,priv-house-serv,camping,own-child,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,NO,YES,64400,6440,6440,51520,BMW,X5,2011,N,Medium,None,Major,Afternoon,Multi-Vehicle,No Witness,Basic
425,53,1990-06-24,OH,912.29,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,,,97080,16180,16180,64720,Saab,92x,2005,N,High,None,Minor,Afternoon,Multi-Vehicle,Multiple Witnesses,Standard
285,44,1991-08-21,OH,1144.3,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,2015-02-04,Vehicle Theft,,Minor Damage,Police,WV,Northbrook,YES,,5500,500,500,4500,Honda,Civic,2010,N,High,None,Minor,Early Morning,Single Vehicle,No Witness,Standard
192,38,2011-02-25,IN,1281.43,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N,Medium,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Premium
285,48,2013-02-04,IL,1101.85,FEMALE,College,sales,dancing,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,NO,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N,High,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Basic
98,26,2001-02-20,IN,1082.1,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N,High,None,None,Afternoon,Two Vehicles,Single Witness,Premium
175,36,1992-03-03,OH,1185.44,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,YES,YES,42680,3880,7760,31040,Accura,RSX,2006,Y,Low,None,Major,Afternoon,Multi-Vehicle,Single Witness,Premium
259,45,2006-12-21,IL,1175.07,MALE,MD,craft-repair,movies,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,,NO,87780,7980,7980,71820,Honda,CRV,2011,N,High,None,Minor,Evening,Single Vehicle,Single Witness,Premium
140,36,2000-07-14,OH,979.26,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,YES,YES,72800,14560,14560,43680,Honda,Accord,1998,N,High,None,None,Early Morning,Multi-Vehicle,Multiple Witnesses,Premium
231,37,1991-12-12,OH,920.81,FEMALE,High School,sales,chess,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,YES,,71190,0,7910,63280,Mercedes,C300,1997,Y,Low,None,Major,Afternoon,Single Vehicle,No Witness,Standard
186,38,2013-07-01,OH,922.85,MALE,High School,adm-clerical,golf,husband,70300,-70900,2015-02-25,Vehicle Theft,,Trivial Damage,,NY,Hillsdale,,YES,3600,400,400,2800,Honda,Civic,1999,N,Low,None,Minor,Morning,Single Vehicle,Single Witness,Basic
229,41,1998-12-16,OH,1107.59,MALE,PhD,tech-support,chess,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,NO,NO,62640,10440,10440,41760,Mercedes,C300,2009,N,High,Premium,Minor,Evening,Single Vehicle,Multiple Witnesses,Standard
180,36,2015-01-03,IL,1272.46,MALE,College,prof-specialty,exercise,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,YES,,69630,12660,6330,50640,Toyota,Corolla,1998,N,Low,None,Major,Morning,Multi-Vehicle,Single Witness,Basic
188,33,1994-04-01,IL,1340.24,MALE,High School,protective-serv,chess,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,YES,,76010,13820,6910,55280,Dodge,RAM,1995,Y,Medium,None,Minor,Morning,Multi-Vehicle,No Witness,Standard
214,40,2000-08-15,OH,1648.0,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,NO,YES,44220,8040,4020,32160,Accura,MDX,2000,N,Medium,None,Minor,Afternoon,Single Vehicle,No Witness,Basic
178,38,2014-11-13,IL,1381.14,FEMALE,College,other-service,camping,wife,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,NO,NO,57200,5200,10400,41600,BMW,M5,2011,N,Low,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Standard
55,35,2011-02-04,IL,1198.44,MALE,MD,priv-house-serv,polo,wife,0,0,2015-01-14,Vehicle Theft,,Minor Damage,Police,WV,Columbus,NO,NO,3080,560,560,1960,Nissan,Ultima,1998,N,Low,Unknown,None,Morning,Single Vehicle,Multiple Witnesses,Premium
90,31,1990-06-24,OH,951.27,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,YES,YES,75790,13780,6890,55120,Accura,RSX,2007,N,High,None,Minor,Early Morning,Single Vehicle,No Witness,Standard
135,30,2009-01-21,IN,1341.24,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,NO,NO,32670,5940,2970,23760,Honda,Accord,2003,N,High,None,None,Evening,Multi-Vehicle,Single Witness,Premium
277,46,1992-11-07,IL,1177.57,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,2015-01-24,Vehicle Theft,,Minor Damage,Police,VA,Arlington,,NO,3870,430,860,2580,Jeep,Wrangler,2010,N,High,None,Major,Early Morning,Single Vehicle,Multiple Witnesses,Standard
211,38,1997-05-15,IN,1055.09,FEMALE,Masters,transport-moving,video-games,own-child,0,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,,YES,91520,8320,16640,66560,BMW,X6,2005,Y,Medium,None,None,Afternoon,Single Vehicle,Multiple Witnesses,Standard
156,32,1992-03-20,IL,1479.48,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,YES,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y,Low,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Standard
84,30,1995-07-17,IN,1827.38,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,2015-01-15,Vehicle Theft,,Trivial Damage,Police,VA,Springfield,YES,,4620,420,840,3360,Audi,A5,1998,N,High,None,Minor,Morning,Single Vehicle,Multiple Witnesses,Premium
136,32,2000-12-27,IN,1169.62,FEMALE,JD,sales,yachting,not-in-family,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,YES,NO,55000,10000,10000,35000,Toyota,Camry,2008,Y,Low,None,None,Morning,Single Vehicle,No Witness,Basic
310,48,1999-08-06,IN,1516.34,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,YES,NO,59400,13200,6600,39600,Saab,93,1996,Y,Low,None,None,Morning,Multi-Vehicle,Multiple Witnesses,Basic
123,34,2007-03-03,OH,1270.21,FEMALE,College,sales,sleeping,husband,16100,-61200,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,NO,,55260,6140,0,49120,Nissan,Ultima,2000,N,High,None,Minor,Afternoon,Multi-Vehicle,Single Witness,Premium
243,44,1997-12-25,IL,809.11,MALE,JD,craft-repair,polo,other-relative,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,,YES,51400,5140,10280,35980,Honda,Civic,1996,N,Low,None,Major,Early Morning,Multi-Vehicle,Single Witness,Standard
36,37,2013-11-06,IL,1115.81,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,YES,,48780,5420,10840,32520,Dodge,Neon,2008,N,Medium,None,Minor,Evening,Multi-Vehicle,Multiple Witnesses,Premium
146,31,1990-09-21,OH,1457.65,FEMALE,College,armed-forces,camping,own-child,0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,NO,,52380,5820,5820,40740,Toyota,Highlander,2010,N,Medium,Unknown,Minor,Early Morning,Multi-Vehicle,Multiple Witnesses,Basic
154,34,1999-10-05,OH,1041.36,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,,YES,74360,13520,13520,47320,Toyota,Highlander,2005,Y,Medium,None,Major,Evening,Multi-Vehicle,Multiple Witnesses,Basic
204,40,1992-04-07,OH,1693.83,MALE,High School,protective-serv,polo,other-relative,44000,-20800,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,,,53400,5340,5340,42720,Honda,CRV,2003,N,Medium,Unknown,Minor,Morning,Single Vehicle,No Witness,Standard
458,59,2009-03-05,IN,1685.69,FEMALE,High School,protective-serv,hiking,wife,31400,0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,N,Medium,None,Major,Evening,Single Vehicle,Multiple Witnesses,Basic
147,31,1997-02-10,IN,1054.92,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,,,68240,8530,0,59710,Toyota,Corolla,2013,Y,Low,Unknown,None,Early Morning,Single Vehicle,No Witness,Standard
279,45,1992-01-28,IN,1333.97,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,,,61050,11100,11100,38850,Dodge,RAM,2011,Y,High,Unknown,Minor,Evening,Multi-Vehicle,No Witness,Standard
308,47,2013-09-16,OH,1013.61,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,2015-01-03,Parked Car,,Minor Damage,,NY,Springfield,,YES,5590,860,860,3870,Suburu,Impreza,2002,N,Medium,Unknown,Minor,Morning,Single Vehicle,Single Witness,Basic
284,48,2008-05-16,IL,958.3,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,,,46860,8520,8520,29820,Volkswagen,Passat,1998,N,Low,None,None,Evening,Multi-Vehicle,No Witness,Premium
108,31,2002-01-04,IN,1112.04,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,2015-01-13,Parked Car,,Minor Damage,,SC,Arlington,NO,NO,4290,780,780,2730,Volkswagen,Passat,1998,N,High,Unknown,Minor,Early Morning,Single Vehicle,Multiple Witnesses,Standard
421,57,2002-04-02,IN,1206.26,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,YES,NO,78500,15700,7850,54950,Audi,A3,2015,N,High,None,None,Evening,Multi-Vehicle,No Witness,Standard
266,42,1998-07-16,IL,763.67,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,YES,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N,Medium,None,Minor,Afternoon,Single Vehicle,Multiple Witnesses,Premium
412,56,2002-08-15,IL,1042.56,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,NO,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,N,Low,None,None,Evening,Multi-Vehicle,Multiple Witnesses,Standard
31,32,1999-09-07,IL,1263.48,FEMALE,JD,other-service,hiking,wife,46800,-87300,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,,,63600,5300,10600,47700,Audi,A5,1997,Y,High,Unknown,Major,Morning,Single Vehicle,No Witness,Basic
465,63,2012-01-12,IL,1006.99,FEMALE,Masters,sales,board-games,own-child,0,0,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,NO,,43560,4840,4840,33880,Suburu,Legacy,2015,N,Low,Unknown,None,Morning,Single Vehicle,Multiple Witnesses,Standard
